"id","created_at","json_response"
2175,2023-05-17 13:54:46.811 -0300,"{""id"":""7KUACZ"" , ""amount"":""157.69"" , ""cache-control"":""1""}"
2176,2023-05-17 13:56:27.763 -0300,"{""id"":""AXG47P"" , ""amount"":""1043.59"" , ""cache-control"":""1""}"
2178,2023-05-17 14:01:19.455 -0300,"{""id"":""66I180SLL"" , ""amount"":""3340.56"" , ""cache-control"":""1""}"
2181,2023-05-17 14:04:03.662 -0300,"{""id"":""LJ5EZ7"" , ""amount"":""1534.26"" , ""cache-control"":""1""}"
2182,2023-05-17 14:04:25.724 -0300,"{""id"":""SWKQHASLL"" , ""amount"":""776.14"" , ""cache-control"":""1""}"
2188,2023-05-17 14:20:55.735 -0300,"{""id"":""CTQR6C"" , ""amount"":""6678.46"" , ""cache-control"":""1""}"
2191,2023-05-17 14:25:26.952 -0300,"{""id"":""22MREG"" , ""amount"":""790.30"" , ""cache-control"":""1""}"
2193,2023-05-17 14:28:46.200 -0300,"{""id"":""8O6SKASLL"" , ""amount"":""375.50"" , ""cache-control"":""1""}"
2199,2023-05-17 14:42:28.386 -0300,"{""id"":""8JO1CLSLL"" , ""amount"":""1048.38"" , ""cache-control"":""1""}"
2203,2023-05-17 14:52:52.729 -0300,"{""id"":""RR7LBM"" , ""amount"":""581.52"" , ""cache-control"":""1""}"
2215,2023-05-17 15:08:38.853 -0300,"{""id"":""Z3O2D6SLL"" , ""amount"":""3050.50"" , ""cache-control"":""1""}"
2219,2023-05-17 15:14:55.590 -0300,"{""id"":""XXK0IK"" , ""amount"":""524.60"" , ""cache-control"":""1""}"
2221,2023-05-17 15:16:48.579 -0300,"{""id"":""PSJ56Y"" , ""amount"":""3135.70"" , ""cache-control"":""1""}"
2224,2023-05-17 15:20:41.012 -0300,"{""id"":""W0BV16"" , ""amount"":""1998.56"" , ""cache-control"":""1""}"
2226,2023-05-17 15:20:54.470 -0300,"{""id"":""3TZG1W"" , ""amount"":""536.81"" , ""cache-control"":""1""}"
2235,2023-05-17 15:26:12.093 -0300,"{""id"":""MGNN5B"" , ""amount"":""4959.42"" , ""cache-control"":""1""}"
2241,2023-05-17 15:43:45.423 -0300,"{""id"":""SRYRU8"" , ""amount"":""1201.41"" , ""cache-control"":""1""}"
2269,2023-05-17 16:33:11.340 -0300,"{""id"":""EZBIOG"" , ""amount"":""3135.70"" , ""cache-control"":""1""}"
2274,2023-05-17 16:44:44.771 -0300,"{""id"":""9VH1A7"" , ""amount"":""953.98"" , ""cache-control"":""1""}"
2280,2023-05-17 16:56:01.720 -0300,"{""id"":""8LSU8K"" , ""amount"":""3159.54"" , ""cache-control"":""1""}"
2295,2023-05-17 17:35:00.180 -0300,"{""id"":""PBCWNBSLL"" , ""amount"":""979.56"" , ""cache-control"":""1""}"
2341,2023-05-17 19:28:18.315 -0300,"{""id"":""4EMKWB"" , ""amount"":""86.92"" , ""cache-control"":""1""}"
2342,2023-05-17 19:48:53.620 -0300,"{""id"":""JVWHFV"" , ""amount"":""614.91"" , ""cache-control"":""1""}"
2348,2023-05-17 20:20:34.987 -0300,"{""id"":""ZGKCT2"" , ""amount"":""125.48"" , ""cache-control"":""1""}"
2367,2023-05-17 21:05:26.501 -0300,"{""id"":""3KCLK5"" , ""amount"":""1540.19"" , ""cache-control"":""1""}"
2385,2023-05-18 00:40:34.396 -0300,"{""id"":""4F8AOC"" , ""amount"":""243.19"" , ""cache-control"":""1""}"
2388,2023-05-18 00:52:24.708 -0300,"{""id"":""FJVTV2"" , ""amount"":""252.09"" , ""cache-control"":""1""}"
2389,2023-05-18 01:01:54.382 -0300,"{""id"":""AOIEOX"" , ""amount"":""243.19"" , ""cache-control"":""1""}"
2405,2023-05-18 07:50:21.133 -0300,"{""id"":""9MGXSN"" , ""amount"":""252.09"" , ""cache-control"":""1""}"
2407,2023-05-18 07:54:58.704 -0300,"{""id"":""87B7VZ"" , ""amount"":""6105.41"" , ""cache-control"":""1""}"
2408,2023-05-18 07:58:12.500 -0300,"{""id"":""4X542C"" , ""amount"":""1059.84"" , ""cache-control"":""1""}"
2409,2023-05-18 08:03:51.065 -0300,"{""id"":""CPT320"" , ""amount"":""252.09"" , ""cache-control"":""1""}"
2410,2023-05-18 08:04:50.286 -0300,"{""id"":""QU756E"" , ""amount"":""358.83"" , ""cache-control"":""1""}"
2414,2023-05-18 08:19:04.914 -0300,"{""id"":""Q0OWE3"" , ""amount"":""1486.41"" , ""cache-control"":""1""}"
2498,2023-05-18 10:59:14.427 -0300,"{""id"":""GWYTGBSLL"" , ""amount"":""2672.44"" , ""cache-control"":""1""}"
2499,2023-05-18 11:01:36.544 -0300,"{""id"":""NVZ3R0"" , ""amount"":""3309.75"" , ""cache-control"":""1""}"
2509,2023-05-18 11:13:54.503 -0300,"{""id"":""8KR3W0"" , ""amount"":""2362.27"" , ""cache-control"":""1""}"
2520,2023-05-18 11:35:12.082 -0300,"{""id"":""5YOR1GSLL"" , ""amount"":""294.52"" , ""cache-control"":""1""}"
2538,2023-05-18 11:46:33.361 -0300,"{""id"":""5N6WLE"" , ""amount"":""955.31"" , ""cache-control"":""1""}"
2540,2023-05-18 11:52:13.954 -0300,"{""id"":""RE4H8Z"" , ""amount"":""955.31"" , ""cache-control"":""1""}"
2542,2023-05-18 11:57:20.080 -0300,"{""id"":""YIJIW9"" , ""amount"":""955.31"" , ""cache-control"":""1""}"
2545,2023-05-18 11:59:48.655 -0300,"{""id"":""6D0BFM"" , ""amount"":""3231.87"" , ""cache-control"":""1""}"
2641,2023-05-18 14:50:53.235 -0300,"{""id"":""TG7CC0"" , ""amount"":""1635.85"" , ""cache-control"":""1""}"
2659,2023-05-18 16:06:51.675 -0300,"{""id"":""4F825M"" , ""amount"":""2746.36"" , ""cache-control"":""1""}"
3019,2023-05-20 07:33:59.057 -0300,"{""id"":""I8ZNE7"" , ""amount"":""456.84"" , ""cache-control"":""1""}"
3028,2023-05-20 08:09:33.234 -0300,"{""id"":""2SN0TV"" , ""amount"":""173.95"" , ""cache-control"":""1""}"
3067,2023-05-20 09:03:05.016 -0300,"{""id"":""T6SDNG"" , ""amount"":""3594.79"" , ""cache-control"":""1""}"
3080,2023-05-20 09:13:43.316 -0300,"{""id"":""R9O6Q8SLL"" , ""amount"":""161.70"" , ""cache-control"":""1""}"
3093,2023-05-20 09:17:03.412 -0300,"{""id"":""GYFJUO"" , ""amount"":""498.17"" , ""cache-control"":""1""}"
3105,2023-05-20 09:24:26.943 -0300,"{""id"":""JPJ50CSLL"" , ""amount"":""4500.12"" , ""cache-control"":""1""}"
3110,2023-05-20 09:27:55.441 -0300,"{""id"":""3UVIOB"" , ""amount"":""3063.17"" , ""cache-control"":""1""}"
3116,2023-05-20 09:34:24.827 -0300,"{""id"":""RW2Q75"" , ""amount"":""2683.26"" , ""cache-control"":""1""}"
3119,2023-05-20 09:37:47.206 -0300,"{""id"":""OJDPP7SLL"" , ""amount"":""3157.56"" , ""cache-control"":""1""}"
3128,2023-05-20 09:44:16.478 -0300,"{""id"":""L6KI7Q"" , ""amount"":""875.51"" , ""cache-control"":""1""}"
3130,2023-05-20 09:44:34.982 -0300,"{""id"":""QEHQD8SLL"" , ""amount"":""831.64"" , ""cache-control"":""1""}"
3162,2023-05-20 09:58:17.897 -0300,"{""id"":""TU8F3ASLL"" , ""amount"":""2368.78"" , ""cache-control"":""1""}"
3165,2023-05-20 10:07:35.115 -0300,"{""id"":""U86ULDSLL"" , ""amount"":""1872.36"" , ""cache-control"":""1""}"
3174,2023-05-20 10:15:13.983 -0300,"{""id"":""XF0FS5SLL"" , ""amount"":""1199.40"" , ""cache-control"":""1""}"
3180,2023-05-20 10:20:21.543 -0300,"{""id"":""VOU6RDSLL"" , ""amount"":""472.68"" , ""cache-control"":""1""}"
3190,2023-05-20 10:24:17.676 -0300,"{""id"":""CUJH50SLL"" , ""amount"":""650.40"" , ""cache-control"":""1""}"
3194,2023-05-20 10:30:52.801 -0300,"{""id"":""B1SFKPSLL"" , ""amount"":""872.66"" , ""cache-control"":""1""}"
3196,2023-05-20 10:31:27.926 -0300,"{""id"":""XTNKFR"" , ""amount"":""1343.33"" , ""cache-control"":""1""}"
3211,2023-05-20 10:34:29.872 -0300,"{""id"":""XPY1RI"" , ""amount"":""1487.73"" , ""cache-control"":""1""}"
3212,2023-05-20 10:34:44.063 -0300,"{""id"":""F6ZR9SSLL"" , ""amount"":""1770.37"" , ""cache-control"":""1""}"
3222,2023-05-20 10:39:23.085 -0300,"{""id"":""EYUM23"" , ""amount"":""639.20"" , ""cache-control"":""1""}"
3230,2023-05-20 10:42:47.022 -0300,"{""id"":""THXL8RSLL"" , ""amount"":""3647.28"" , ""cache-control"":""1""}"
3361,2023-05-20 11:16:52.013 -0300,"{""id"":""KU4SQFSLL"" , ""amount"":""569.48"" , ""cache-control"":""1""}"
3394,2023-05-20 11:21:26.058 -0300,"{""id"":""30QG0RSLL"" , ""amount"":""638.10"" , ""cache-control"":""1""}"
3400,2023-05-20 11:22:52.087 -0300,"{""id"":""7JC5DBSLL"" , ""amount"":""552.36"" , ""cache-control"":""1""}"
3406,2023-05-20 11:26:31.429 -0300,"{""id"":""OWHAM7"" , ""amount"":""449.76"" , ""cache-control"":""1""}"
3415,2023-05-20 11:30:17.296 -0300,"{""id"":""6PLXIE"" , ""amount"":""2676.42"" , ""cache-control"":""1""}"
3453,2023-05-20 11:40:17.938 -0300,"{""id"":""ZCDSIE"" , ""amount"":""1140.55"" , ""cache-control"":""1""}"
3458,2023-05-20 11:41:53.732 -0300,"{""id"":""W45ZL8"" , ""amount"":""2522.58"" , ""cache-control"":""1""}"
3462,2023-05-20 11:43:15.986 -0300,"{""id"":""XCZBWP"" , ""amount"":""989.14"" , ""cache-control"":""1""}"
3476,2023-05-20 11:46:34.657 -0300,"{""id"":""4UG456SLL"" , ""amount"":""1173.00"" , ""cache-control"":""1""}"
3483,2023-05-20 11:47:37.522 -0300,"{""id"":""XCUZ68SLL"" , ""amount"":""1123.26"" , ""cache-control"":""1""}"
3495,2023-05-20 11:54:13.410 -0300,"{""id"":""F7SKKU"" , ""amount"":""1029.26"" , ""cache-control"":""1""}"
3503,2023-05-20 11:55:43.803 -0300,"{""id"":""7CWKEFSLL"" , ""amount"":""1840.60"" , ""cache-control"":""1""}"
3505,2023-05-20 11:57:04.478 -0300,"{""id"":""MQHW88"" , ""amount"":""2522.58"" , ""cache-control"":""1""}"
3515,2023-05-20 12:03:03.499 -0300,"{""id"":""BMA36SSLL"" , ""amount"":""704.61"" , ""cache-control"":""1""}"
3553,2023-05-20 12:21:42.114 -0300,"{""id"":""QFK3FKSLL"" , ""amount"":""2739.80"" , ""cache-control"":""1""}"
3563,2023-05-20 12:29:34.460 -0300,"{""id"":""HYNOEM"" , ""amount"":""1187.92"" , ""cache-control"":""1""}"
3567,2023-05-20 12:31:17.773 -0300,"{""id"":""BLYPVA"" , ""amount"":""616.63"" , ""cache-control"":""1""}"
3570,2023-05-20 12:32:50.950 -0300,"{""id"":""6TMM7TSLL"" , ""amount"":""2050.80"" , ""cache-control"":""1""}"
3608,2023-05-20 12:51:34.351 -0300,"{""id"":""LCQ7EN"" , ""amount"":""1441.69"" , ""cache-control"":""1""}"
3637,2023-05-20 13:10:00.478 -0300,"{""id"":""BKUKOUSLL"" , ""amount"":""929.52"" , ""cache-control"":""1""}"
3642,2023-05-20 13:11:23.216 -0300,"{""id"":""LY9ERD"" , ""amount"":""2913.80"" , ""cache-control"":""1""}"
3647,2023-05-20 13:15:31.106 -0300,"{""id"":""UFMFYP"" , ""amount"":""2913.80"" , ""cache-control"":""1""}"
3650,2023-05-20 13:22:36.049 -0300,"{""id"":""BGNP5C"" , ""amount"":""688.16"" , ""cache-control"":""1""}"
3652,2023-05-20 13:25:58.399 -0300,"{""id"":""VQGBGD"" , ""amount"":""346.98"" , ""cache-control"":""1""}"
3656,2023-05-20 13:33:37.814 -0300,"{""id"":""FEZQN1SLL"" , ""amount"":""781.55"" , ""cache-control"":""1""}"
3662,2023-05-20 13:36:41.250 -0300,"{""id"":""BKT89YSLL"" , ""amount"":""2314.50"" , ""cache-control"":""1""}"
3663,2023-05-20 13:36:59.814 -0300,"{""id"":""99POB7SLL"" , ""amount"":""3830.32"" , ""cache-control"":""1""}"
3664,2023-05-20 13:37:13.818 -0300,"{""id"":""B81PFO"" , ""amount"":""319.02"" , ""cache-control"":""1""}"
3669,2023-05-20 13:42:03.423 -0300,"{""id"":""D8BZPBSLL"" , ""amount"":""790.08"" , ""cache-control"":""1""}"
3677,2023-05-20 13:48:41.473 -0300,"{""id"":""9OA1HUSLL"" , ""amount"":""709.68"" , ""cache-control"":""1""}"
3683,2023-05-20 13:51:53.828 -0300,"{""id"":""3YRO1BSLL"" , ""amount"":""1760.70"" , ""cache-control"":""1""}"
3684,2023-05-20 13:52:00.769 -0300,"{""id"":""6D6CNKSLL"" , ""amount"":""398.85"" , ""cache-control"":""1""}"
3695,2023-05-20 14:01:24.114 -0300,"{""id"":""AR8W4JSLL"" , ""amount"":""1094.80"" , ""cache-control"":""1""}"
3698,2023-05-20 14:06:51.681 -0300,"{""id"":""LDB9D7SLL"" , ""amount"":""738.64"" , ""cache-control"":""1""}"
3705,2023-05-20 14:10:14.099 -0300,"{""id"":""KF4W25SLL"" , ""amount"":""735.20"" , ""cache-control"":""1""}"
3714,2023-05-20 14:16:34.870 -0300,"{""id"":""X5UF7N"" , ""amount"":""4724.26"" , ""cache-control"":""1""}"
3716,2023-05-20 14:17:56.704 -0300,"{""id"":""MKLX3MSLL"" , ""amount"":""1639.20"" , ""cache-control"":""1""}"
3720,2023-05-20 14:20:41.732 -0300,"{""id"":""GSNWGBSLL"" , ""amount"":""279.54"" , ""cache-control"":""1""}"
3724,2023-05-20 14:24:41.417 -0300,"{""id"":""O7QDOPSLL"" , ""amount"":""1440.40"" , ""cache-control"":""1""}"
3728,2023-05-20 14:27:04.055 -0300,"{""id"":""VV7DGT"" , ""amount"":""4724.26"" , ""cache-control"":""1""}"
3729,2023-05-20 14:27:05.149 -0300,"{""id"":""CJ5O7T"" , ""amount"":""1391.33"" , ""cache-control"":""1""}"
3733,2023-05-20 14:28:22.305 -0300,"{""id"":""8YIYV2"" , ""amount"":""1187.92"" , ""cache-control"":""1""}"
3734,2023-05-20 14:28:22.854 -0300,"{""id"":""GN2AD4SLL"" , ""amount"":""543.76"" , ""cache-control"":""1""}"
3744,2023-05-20 14:36:37.053 -0300,"{""id"":""A13JE2SLL"" , ""amount"":""731.34"" , ""cache-control"":""1""}"
3753,2023-05-20 14:39:41.739 -0300,"{""id"":""U09LUVSLL"" , ""amount"":""596.42"" , ""cache-control"":""1""}"
3755,2023-05-20 14:41:28.006 -0300,"{""id"":""C8SSTVSLL"" , ""amount"":""960.40"" , ""cache-control"":""1""}"
3758,2023-05-20 14:42:45.044 -0300,"{""id"":""LCG7FK"" , ""amount"":""3681.81"" , ""cache-control"":""1""}"
3760,2023-05-20 14:45:07.648 -0300,"{""id"":""WX0KXQ"" , ""amount"":""272.14"" , ""cache-control"":""1""}"
3764,2023-05-20 14:47:12.490 -0300,"{""id"":""VL00FCSLL"" , ""amount"":""5777.90"" , ""cache-control"":""1""}"
3768,2023-05-20 14:51:35.262 -0300,"{""id"":""EI9HVE"" , ""amount"":""1187.92"" , ""cache-control"":""1""}"
3770,2023-05-20 14:53:49.019 -0300,"{""id"":""BM5S8DSLL"" , ""amount"":""1867.20"" , ""cache-control"":""1""}"
3778,2023-05-20 15:00:46.825 -0300,"{""id"":""FUXRLASLL"" , ""amount"":""2573.36"" , ""cache-control"":""1""}"
3785,2023-05-20 15:07:05.601 -0300,"{""id"":""SZSP0U"" , ""amount"":""497.61"" , ""cache-control"":""1""}"
3786,2023-05-20 15:07:26.770 -0300,"{""id"":""9T18R5"" , ""amount"":""381.90"" , ""cache-control"":""1""}"
3787,2023-05-20 15:08:31.713 -0300,"{""id"":""9ECJK1"" , ""amount"":""469.79"" , ""cache-control"":""1""}"
3788,2023-05-20 15:09:03.175 -0300,"{""id"":""8GYRLM"" , ""amount"":""461.15"" , ""cache-control"":""1""}"
3793,2023-05-20 15:13:36.084 -0300,"{""id"":""XNLZKZ"" , ""amount"":""461.15"" , ""cache-control"":""1""}"
3804,2023-05-20 15:21:25.034 -0300,"{""id"":""TM9K61SLL"" , ""amount"":""2618.56"" , ""cache-control"":""1""}"
3809,2023-05-20 15:23:11.159 -0300,"{""id"":""LTBDCA"" , ""amount"":""385.68"" , ""cache-control"":""1""}"
3812,2023-05-20 15:24:25.118 -0300,"{""id"":""W4JA9A"" , ""amount"":""533.38"" , ""cache-control"":""1""}"
3814,2023-05-20 15:25:58.690 -0300,"{""id"":""UD28NF"" , ""amount"":""4891.39"" , ""cache-control"":""1""}"
3816,2023-05-20 15:26:53.670 -0300,"{""id"":""TRSBG1"" , ""amount"":""2249.84"" , ""cache-control"":""1""}"
3832,2023-05-20 15:37:38.879 -0300,"{""id"":""VE2J99SLL"" , ""amount"":""787.25"" , ""cache-control"":""1""}"
3833,2023-05-20 15:38:20.114 -0300,"{""id"":""VDE83KSLL"" , ""amount"":""269.30"" , ""cache-control"":""1""}"
3839,2023-05-20 15:40:53.897 -0300,"{""id"":""YT4HBB"" , ""amount"":""1696.05"" , ""cache-control"":""1""}"
3847,2023-05-20 15:50:27.595 -0300,"{""id"":""H3HH3Y"" , ""amount"":""385.68"" , ""cache-control"":""1""}"
3849,2023-05-20 15:51:21.831 -0300,"{""id"":""LKMD3R"" , ""amount"":""567.92"" , ""cache-control"":""1""}"
3850,2023-05-20 15:52:06.317 -0300,"{""id"":""TJ27OY"" , ""amount"":""2165.35"" , ""cache-control"":""1""}"
3853,2023-05-20 15:53:57.707 -0300,"{""id"":""1Y7VKU"" , ""amount"":""1020.10"" , ""cache-control"":""1""}"
3860,2023-05-20 16:01:22.393 -0300,"{""id"":""044Q0ISLL"" , ""amount"":""291.10"" , ""cache-control"":""1""}"
3861,2023-05-20 16:05:27.754 -0300,"{""id"":""AIBV1O"" , ""amount"":""1633.76"" , ""cache-control"":""1""}"
3863,2023-05-20 16:05:39.494 -0300,"{""id"":""SVEQ41SLL"" , ""amount"":""127.56"" , ""cache-control"":""1""}"
3872,2023-05-20 16:17:55.360 -0300,"{""id"":""XQLJ9H"" , ""amount"":""325.78"" , ""cache-control"":""1""}"
3880,2023-05-20 16:25:23.450 -0300,"{""id"":""D9NEZYSLL"" , ""amount"":""578.88"" , ""cache-control"":""1""}"
3882,2023-05-20 16:30:45.900 -0300,"{""id"":""2BGFGB"" , ""amount"":""2393.40"" , ""cache-control"":""1""}"
3885,2023-05-20 16:32:45.640 -0300,"{""id"":""RP73WJSLL"" , ""amount"":""981.06"" , ""cache-control"":""1""}"
3890,2023-05-20 16:37:39.095 -0300,"{""id"":""DW61VK"" , ""amount"":""2393.40"" , ""cache-control"":""1""}"
3891,2023-05-20 16:37:40.769 -0300,"{""id"":""DD0SXJSLL"" , ""amount"":""1092.18"" , ""cache-control"":""1""}"
3892,2023-05-20 16:42:23.658 -0300,"{""id"":""H451YVSLL"" , ""amount"":""2774.58"" , ""cache-control"":""1""}"
3895,2023-05-20 16:47:49.880 -0300,"{""id"":""BL90NCSLL"" , ""amount"":""1248.20"" , ""cache-control"":""1""}"
3897,2023-05-20 16:49:23.653 -0300,"{""id"":""9LZ88C"" , ""amount"":""1828.77"" , ""cache-control"":""1""}"
3903,2023-05-20 16:53:11.990 -0300,"{""id"":""7XEX7Z"" , ""amount"":""4613.72"" , ""cache-control"":""1""}"
3907,2023-05-20 17:00:01.119 -0300,"{""id"":""I2HM4C"" , ""amount"":""3060.89"" , ""cache-control"":""1""}"
3910,2023-05-20 17:08:15.846 -0300,"{""id"":""HI2ODA"" , ""amount"":""1940.09"" , ""cache-control"":""1""}"
3911,2023-05-20 17:12:18.459 -0300,"{""id"":""EW24FG"" , ""amount"":""3060.89"" , ""cache-control"":""1""}"
3919,2023-05-20 17:18:23.192 -0300,"{""id"":""KTO9BI"" , ""amount"":""86.92"" , ""cache-control"":""1""}"
3924,2023-05-20 17:28:01.467 -0300,"{""id"":""9DMYMTSLL"" , ""amount"":""1521.54"" , ""cache-control"":""1""}"
3930,2023-05-20 17:34:46.766 -0300,"{""id"":""6499IN"" , ""amount"":""3060.89"" , ""cache-control"":""1""}"
3938,2023-05-20 17:46:40.252 -0300,"{""id"":""2GEVN5SLL"" , ""amount"":""853.55"" , ""cache-control"":""1""}"
3951,2023-05-20 18:26:52.069 -0300,"{""id"":""ANJYH8"" , ""amount"":""1624.09"" , ""cache-control"":""1""}"
3961,2023-05-20 18:45:43.361 -0300,"{""id"":""6IU4RN"" , ""amount"":""1545.48"" , ""cache-control"":""1""}"
3965,2023-05-20 18:52:59.054 -0300,"{""id"":""8P84XI"" , ""amount"":""770.63"" , ""cache-control"":""1""}"
3972,2023-05-20 19:00:38.901 -0300,"{""id"":""QKYO7W"" , ""amount"":""86.92"" , ""cache-control"":""1""}"
3974,2023-05-20 19:05:19.615 -0300,"{""id"":""TEDJLH"" , ""amount"":""190.33"" , ""cache-control"":""1""}"
3978,2023-05-20 19:14:07.566 -0300,"{""id"":""QR0751"" , ""amount"":""1916.16"" , ""cache-control"":""1""}"
4182,2023-05-21 00:38:41.808 -0300,"{""id"":""YSTNSN"" , ""amount"":""4871.60"" , ""cache-control"":""1""}"
4190,2023-05-21 02:27:21.964 -0300,"{""id"":""FT99XV"" , ""amount"":""1116.48"" , ""cache-control"":""1""}"
4197,2023-05-21 02:55:22.832 -0300,"{""id"":""WH7TNV"" , ""amount"":""842.28"" , ""cache-control"":""1""}"
4203,2023-05-21 06:34:01.214 -0300,"{""id"":""OWE05B"" , ""amount"":""286.43"" , ""cache-control"":""1""}"
4206,2023-05-21 07:04:01.879 -0300,"{""id"":""EPB1B7"" , ""amount"":""685.74"" , ""cache-control"":""1""}"
4207,2023-05-21 07:04:12.516 -0300,"{""id"":""4FBINT"" , ""amount"":""169.29"" , ""cache-control"":""1""}"
4223,2023-05-21 08:07:22.656 -0300,"{""id"":""SES1OA"" , ""amount"":""728.88"" , ""cache-control"":""1""}"
4224,2023-05-21 08:10:32.039 -0300,"{""id"":""TH3O5PSLL"" , ""amount"":""1282.74"" , ""cache-control"":""1""}"
4225,2023-05-21 08:11:57.525 -0300,"{""id"":""S9ESO8"" , ""amount"":""1717.96"" , ""cache-control"":""1""}"
4226,2023-05-21 08:12:12.854 -0300,"{""id"":""3CV9LKSLL"" , ""amount"":""1040.64"" , ""cache-control"":""1""}"
4239,2023-05-21 08:41:34.723 -0300,"{""id"":""52OG17"" , ""amount"":""2997.77"" , ""cache-control"":""1""}"
4241,2023-05-21 08:43:42.318 -0300,"{""id"":""380EL1"" , ""amount"":""182.17"" , ""cache-control"":""1""}"
4242,2023-05-21 08:44:07.954 -0300,"{""id"":""2NE692"" , ""amount"":""2819.77"" , ""cache-control"":""1""}"
4248,2023-05-21 08:52:31.189 -0300,"{""id"":""R6DUF5SLL"" , ""amount"":""1101.90"" , ""cache-control"":""1""}"
4251,2023-05-21 08:58:29.944 -0300,"{""id"":""HPE558"" , ""amount"":""6520.44"" , ""cache-control"":""1""}"
4253,2023-05-21 09:01:54.876 -0300,"{""id"":""6KCX31"" , ""amount"":""92.16"" , ""cache-control"":""1""}"
4254,2023-05-21 09:02:30.138 -0300,"{""id"":""HGOYP7"" , ""amount"":""1584.26"" , ""cache-control"":""1""}"
4268,2023-05-21 09:18:21.470 -0300,"{""id"":""34MSBESLL"" , ""amount"":""231.51"" , ""cache-control"":""1""}"
4270,2023-05-21 09:20:14.556 -0300,"{""id"":""IFKQUBSLL"" , ""amount"":""813.54"" , ""cache-control"":""1""}"
4280,2023-05-21 09:28:02.258 -0300,"{""id"":""CR9PKP"" , ""amount"":""2997.77"" , ""cache-control"":""1""}"
4285,2023-05-21 09:31:52.246 -0300,"{""id"":""D8S0BC"" , ""amount"":""1324.92"" , ""cache-control"":""1""}"
4292,2023-05-21 09:37:08.546 -0300,"{""id"":""DRVFYW"" , ""amount"":""1177.80"" , ""cache-control"":""1""}"
4297,2023-05-21 09:43:00.464 -0300,"{""id"":""O0N5HN"" , ""amount"":""379.05"" , ""cache-control"":""1""}"
4307,2023-05-21 09:55:29.867 -0300,"{""id"":""OPBCC8"" , ""amount"":""617.34"" , ""cache-control"":""1""}"
4308,2023-05-21 09:55:45.781 -0300,"{""id"":""O5MZYQ"" , ""amount"":""501.86"" , ""cache-control"":""1""}"
4313,2023-05-21 10:02:16.064 -0300,"{""id"":""R2LOTL"" , ""amount"":""554.87"" , ""cache-control"":""1""}"
4320,2023-05-21 10:06:27.847 -0300,"{""id"":""7URZ8Q"" , ""amount"":""6680.23"" , ""cache-control"":""1""}"
4324,2023-05-21 10:11:56.879 -0300,"{""id"":""IZDXUP"" , ""amount"":""3312.91"" , ""cache-control"":""1""}"
4330,2023-05-21 10:14:03.986 -0300,"{""id"":""UJ8NKQ"" , ""amount"":""2393.40"" , ""cache-control"":""1""}"
4336,2023-05-21 10:20:33.786 -0300,"{""id"":""IHFUTBSLL"" , ""amount"":""2016.00"" , ""cache-control"":""1""}"
4341,2023-05-21 10:24:52.515 -0300,"{""id"":""UEDRRJSLL"" , ""amount"":""317.32"" , ""cache-control"":""1""}"
4344,2023-05-21 10:25:30.744 -0300,"{""id"":""TB2D3N"" , ""amount"":""574.43"" , ""cache-control"":""1""}"
4357,2023-05-21 10:36:15.751 -0300,"{""id"":""TJBNFE"" , ""amount"":""1670.96"" , ""cache-control"":""1""}"
4358,2023-05-21 10:37:53.510 -0300,"{""id"":""72CJQ8"" , ""amount"":""1085.30"" , ""cache-control"":""1""}"
4372,2023-05-21 10:43:23.909 -0300,"{""id"":""PSFXLS"" , ""amount"":""1278.21"" , ""cache-control"":""1""}"
4390,2023-05-21 10:50:35.671 -0300,"{""id"":""TBTCDISLL"" , ""amount"":""1412.46"" , ""cache-control"":""1""}"
4394,2023-05-21 10:56:52.954 -0300,"{""id"":""X7GD3LSLL"" , ""amount"":""756.48"" , ""cache-control"":""1""}"
4413,2023-05-21 11:20:32.238 -0300,"{""id"":""QMFODW"" , ""amount"":""592.35"" , ""cache-control"":""1""}"
4419,2023-05-21 11:27:02.531 -0300,"{""id"":""O60AVL"" , ""amount"":""2913.80"" , ""cache-control"":""1""}"
4428,2023-05-21 11:38:15.080 -0300,"{""id"":""XY8RVRSLL"" , ""amount"":""1060.55"" , ""cache-control"":""1""}"
4440,2023-05-21 11:45:37.714 -0300,"{""id"":""2RVRND"" , ""amount"":""1391.24"" , ""cache-control"":""1""}"
4441,2023-05-21 11:46:10.657 -0300,"{""id"":""RS0ZHASLL"" , ""amount"":""771.60"" , ""cache-control"":""1""}"
4454,2023-05-21 11:55:55.061 -0300,"{""id"":""DPLAVDSLL"" , ""amount"":""840.96"" , ""cache-control"":""1""}"
4456,2023-05-21 12:03:49.930 -0300,"{""id"":""8UE5C9"" , ""amount"":""1585.19"" , ""cache-control"":""1""}"
4458,2023-05-21 12:05:50.759 -0300,"{""id"":""C6LR6ASLL"" , ""amount"":""510.40"" , ""cache-control"":""1""}"
4460,2023-05-21 12:06:45.081 -0300,"{""id"":""E28HEGSLL"" , ""amount"":""2385.00"" , ""cache-control"":""1""}"
4477,2023-05-21 12:26:03.677 -0300,"{""id"":""JOU3KU"" , ""amount"":""819.28"" , ""cache-control"":""1""}"
4481,2023-05-21 12:26:58.124 -0300,"{""id"":""L05MY4SLL"" , ""amount"":""1185.24"" , ""cache-control"":""1""}"
4490,2023-05-21 12:34:19.611 -0300,"{""id"":""X8Y85SSLL"" , ""amount"":""2898.40"" , ""cache-control"":""1""}"
