"id","created_at","json_response"
4503,2023-05-21 12:50:05.831 -0300,"{""id"":""ESWI5FSLL"" , ""amount"":""1962.80"" , ""cache-control"":""1""}"
4508,2023-05-21 12:55:40.076 -0300,"{""id"":""20WEFGSLL"" , ""amount"":""1175.32"" , ""cache-control"":""1""}"
4509,2023-05-21 12:56:26.704 -0300,"{""id"":""J6ABQLSLL"" , ""amount"":""627.00"" , ""cache-control"":""1""}"
4518,2023-05-21 13:05:16.068 -0300,"{""id"":""YTD2DS"" , ""amount"":""116.91"" , ""cache-control"":""1""}"
4523,2023-05-21 13:11:21.271 -0300,"{""id"":""N0RU1T"" , ""amount"":""222.02"" , ""cache-control"":""1""}"
4537,2023-05-21 13:23:56.299 -0300,"{""id"":""ADV02T"" , ""amount"":""1956.66"" , ""cache-control"":""1""}"
4547,2023-05-21 13:38:07.852 -0300,"{""id"":""EJEL3M"" , ""amount"":""1021.20"" , ""cache-control"":""1""}"
4548,2023-05-21 13:38:26.036 -0300,"{""id"":""PKWI92SLL"" , ""amount"":""3236.52"" , ""cache-control"":""1""}"
4549,2023-05-21 13:38:42.254 -0300,"{""id"":""I0F3XXSLL"" , ""amount"":""1060.70"" , ""cache-control"":""1""}"
4550,2023-05-21 13:39:57.767 -0300,"{""id"":""Z7Q7WZSLL"" , ""amount"":""121.88"" , ""cache-control"":""1""}"
4553,2023-05-21 13:43:58.287 -0300,"{""id"":""8AZJ8C"" , ""amount"":""868.38"" , ""cache-control"":""1""}"
4584,2023-05-21 14:05:02.936 -0300,"{""id"":""TTP26N"" , ""amount"":""1829.64"" , ""cache-control"":""1""}"
4586,2023-05-21 14:07:10.167 -0300,"{""id"":""IUG3V0"" , ""amount"":""235.20"" , ""cache-control"":""1""}"
4591,2023-05-21 14:11:13.267 -0300,"{""id"":""SL4CGB"" , ""amount"":""2082.09"" , ""cache-control"":""1""}"
4593,2023-05-21 14:11:22.779 -0300,"{""id"":""7PITDH"" , ""amount"":""2997.77"" , ""cache-control"":""1""}"
4596,2023-05-21 14:12:12.842 -0300,"{""id"":""5A6HE2SLL"" , ""amount"":""3807.20"" , ""cache-control"":""1""}"
4600,2023-05-21 14:15:39.000 -0300,"{""id"":""CKB95RSLL"" , ""amount"":""1182.16"" , ""cache-control"":""1""}"
4607,2023-05-21 14:18:55.984 -0300,"{""id"":""E94VAA"" , ""amount"":""169.96"" , ""cache-control"":""1""}"
4613,2023-05-21 14:27:04.277 -0300,"{""id"":""B2SMBKSLL"" , ""amount"":""2420.88"" , ""cache-control"":""1""}"
4621,2023-05-21 14:31:46.390 -0300,"{""id"":""N98EXT"" , ""amount"":""1100.42"" , ""cache-control"":""1""}"
4638,2023-05-21 14:45:38.838 -0300,"{""id"":""73SD6ASLL"" , ""amount"":""2534.77"" , ""cache-control"":""1""}"
4642,2023-05-21 14:48:53.021 -0300,"{""id"":""XSW1UO"" , ""amount"":""2039.24"" , ""cache-control"":""1""}"
4646,2023-05-21 14:51:32.188 -0300,"{""id"":""FKRHWZSLL"" , ""amount"":""1680.10"" , ""cache-control"":""1""}"
4647,2023-05-21 14:56:52.734 -0300,"{""id"":""UTXA90SLL"" , ""amount"":""3201.72"" , ""cache-control"":""1""}"
4650,2023-05-21 15:02:41.469 -0300,"{""id"":""BZGAL1SLL"" , ""amount"":""348.68"" , ""cache-control"":""1""}"
4652,2023-05-21 15:03:56.705 -0300,"{""id"":""IUR5MG"" , ""amount"":""4399.36"" , ""cache-control"":""1""}"
4674,2023-05-21 15:28:10.239 -0300,"{""id"":""LS1XITSLL"" , ""amount"":""381.09"" , ""cache-control"":""1""}"
4683,2023-05-21 15:34:23.104 -0300,"{""id"":""YFYER6"" , ""amount"":""1565.98"" , ""cache-control"":""1""}"
4685,2023-05-21 15:35:41.141 -0300,"{""id"":""7VGUIU"" , ""amount"":""4054.59"" , ""cache-control"":""1""}"
4688,2023-05-21 15:36:46.147 -0300,"{""id"":""TE53SRSLL"" , ""amount"":""1814.88"" , ""cache-control"":""1""}"
4691,2023-05-21 15:45:41.115 -0300,"{""id"":""AZL1KPSLL"" , ""amount"":""893.76"" , ""cache-control"":""1""}"
4698,2023-05-21 15:49:24.944 -0300,"{""id"":""2RR7OUSLL"" , ""amount"":""1145.44"" , ""cache-control"":""1""}"
4701,2023-05-21 15:50:21.349 -0300,"{""id"":""Z83RS7SLL"" , ""amount"":""1281.68"" , ""cache-control"":""1""}"
4706,2023-05-21 15:53:27.819 -0300,"{""id"":""K0VUMUSLL"" , ""amount"":""1642.80"" , ""cache-control"":""1""}"
4732,2023-05-21 16:16:16.052 -0300,"{""id"":""9O9MMQSLL"" , ""amount"":""3325.68"" , ""cache-control"":""1""}"
4743,2023-05-21 16:27:37.025 -0300,"{""id"":""RDEDXO"" , ""amount"":""501.86"" , ""cache-control"":""1""}"
4746,2023-05-21 16:28:09.059 -0300,"{""id"":""0WBEN0"" , ""amount"":""530.37"" , ""cache-control"":""1""}"
4750,2023-05-21 16:31:09.495 -0300,"{""id"":""O8OO58SLL"" , ""amount"":""2248.16"" , ""cache-control"":""1""}"
4752,2023-05-21 16:33:23.399 -0300,"{""id"":""N7BPJTSLL"" , ""amount"":""477.88"" , ""cache-control"":""1""}"
4767,2023-05-21 16:41:15.574 -0300,"{""id"":""2LT7T1"" , ""amount"":""322.84"" , ""cache-control"":""1""}"
4769,2023-05-21 16:41:20.076 -0300,"{""id"":""NRHX3N"" , ""amount"":""1455.82"" , ""cache-control"":""1""}"
4773,2023-05-21 16:45:18.377 -0300,"{""id"":""206IDD"" , ""amount"":""2576.03"" , ""cache-control"":""1""}"
4779,2023-05-21 16:50:57.056 -0300,"{""id"":""F7BW4ISLL"" , ""amount"":""715.28"" , ""cache-control"":""1""}"
4780,2023-05-21 16:51:00.081 -0300,"{""id"":""4WHDK6"" , ""amount"":""456.84"" , ""cache-control"":""1""}"
4796,2023-05-21 16:57:28.656 -0300,"{""id"":""F6PJTA"" , ""amount"":""5027.63"" , ""cache-control"":""1""}"
4810,2023-05-21 17:06:25.343 -0300,"{""id"":""93R0TOSLL"" , ""amount"":""4151.76"" , ""cache-control"":""1""}"
4856,2023-05-21 18:38:22.389 -0300,"{""id"":""KJTWMM"" , ""amount"":""423.09"" , ""cache-control"":""1""}"
4874,2023-05-21 20:08:03.872 -0300,"{""id"":""HO82CN"" , ""amount"":""884.14"" , ""cache-control"":""1""}"
4881,2023-05-21 20:29:43.754 -0300,"{""id"":""UCXRTO"" , ""amount"":""2406.35"" , ""cache-control"":""1""}"
4888,2023-05-21 21:04:03.134 -0300,"{""id"":""DUOOUK"" , ""amount"":""884.14"" , ""cache-control"":""1""}"
4900,2023-05-21 21:16:22.490 -0300,"{""id"":""CPZ1EV"" , ""amount"":""884.14"" , ""cache-control"":""1""}"
4913,2023-05-21 21:42:10.868 -0300,"{""id"":""51WWRT"" , ""amount"":""140.04"" , ""cache-control"":""1""}"
4915,2023-05-21 21:46:06.945 -0300,"{""id"":""6A027H"" , ""amount"":""5238.45"" , ""cache-control"":""1""}"
4918,2023-05-21 21:56:23.279 -0300,"{""id"":""G1IWLM"" , ""amount"":""4847.48"" , ""cache-control"":""1""}"
4920,2023-05-21 22:05:17.170 -0300,"{""id"":""MGYW1C"" , ""amount"":""4666.21"" , ""cache-control"":""1""}"
4945,2023-05-22 00:08:44.632 -0300,"{""id"":""UFRVTZ"" , ""amount"":""965.93"" , ""cache-control"":""1""}"
4965,2023-05-22 05:40:44.666 -0300,"{""id"":""4P6O13"" , ""amount"":""323.22"" , ""cache-control"":""1""}"
4973,2023-05-22 07:30:44.011 -0300,"{""id"":""FNEATE"" , ""amount"":""3972.82"" , ""cache-control"":""1""}"
4976,2023-05-22 07:35:31.223 -0300,"{""id"":""6WPIAA"" , ""amount"":""1304.48"" , ""cache-control"":""1""}"
4989,2023-05-22 08:13:01.399 -0300,"{""id"":""TVF3XTSLL"" , ""amount"":""1859.94"" , ""cache-control"":""1""}"
4992,2023-05-22 08:14:57.196 -0300,"{""id"":""VORQUS"" , ""amount"":""6546.78"" , ""cache-control"":""1""}"
4994,2023-05-22 08:15:51.869 -0300,"{""id"":""W1JCUF"" , ""amount"":""2130.22"" , ""cache-control"":""1""}"
4996,2023-05-22 08:20:38.947 -0300,"{""id"":""B55FBN"" , ""amount"":""2130.22"" , ""cache-control"":""1""}"
4997,2023-05-22 08:22:49.359 -0300,"{""id"":""VK74L0"" , ""amount"":""1075.17"" , ""cache-control"":""1""}"
5003,2023-05-22 08:44:53.972 -0300,"{""id"":""AQ5V29"" , ""amount"":""1151.13"" , ""cache-control"":""1""}"
5005,2023-05-22 08:49:26.657 -0300,"{""id"":""PJU9VASLL"" , ""amount"":""1093.50"" , ""cache-control"":""1""}"
5008,2023-05-22 08:53:29.176 -0300,"{""id"":""KCB7KP"" , ""amount"":""671.89"" , ""cache-control"":""1""}"
5010,2023-05-22 08:58:51.927 -0300,"{""id"":""05RXDWSLL"" , ""amount"":""1076.10"" , ""cache-control"":""1""}"
5011,2023-05-22 09:01:51.722 -0300,"{""id"":""YNYPSMSLL"" , ""amount"":""234.00"" , ""cache-control"":""1""}"
5012,2023-05-22 09:04:33.144 -0300,"{""id"":""QIYU0ASLL"" , ""amount"":""255.46"" , ""cache-control"":""1""}"
5019,2023-05-22 09:14:39.221 -0300,"{""id"":""4M4UY2"" , ""amount"":""598.01"" , ""cache-control"":""1""}"
5032,2023-05-22 09:24:50.160 -0300,"{""id"":""Z9ASG6SLL"" , ""amount"":""1636.32"" , ""cache-control"":""1""}"
5033,2023-05-22 09:25:38.365 -0300,"{""id"":""XNKDNLSLL"" , ""amount"":""224.10"" , ""cache-control"":""1""}"
5055,2023-05-22 09:48:52.853 -0300,"{""id"":""OUKRQKSLL"" , ""amount"":""327.90"" , ""cache-control"":""1""}"
5058,2023-05-22 09:55:01.439 -0300,"{""id"":""NEFYBL"" , ""amount"":""1758.04"" , ""cache-control"":""1""}"
5061,2023-05-22 09:56:35.069 -0300,"{""id"":""8YLCDV"" , ""amount"":""245.41"" , ""cache-control"":""1""}"
5080,2023-05-22 10:07:28.791 -0300,"{""id"":""6S7YMZ"" , ""amount"":""894.35"" , ""cache-control"":""1""}"
5083,2023-05-22 10:10:35.974 -0300,"{""id"":""MSKNVISLL"" , ""amount"":""853.62"" , ""cache-control"":""1""}"
5092,2023-05-22 10:20:16.388 -0300,"{""id"":""9JPEIGSLL"" , ""amount"":""397.20"" , ""cache-control"":""1""}"
5098,2023-05-22 10:25:33.388 -0300,"{""id"":""1NQXPQ"" , ""amount"":""3068.14"" , ""cache-control"":""1""}"
5106,2023-05-22 10:33:42.514 -0300,"{""id"":""1TQZPW"" , ""amount"":""3068.14"" , ""cache-control"":""1""}"
5118,2023-05-22 10:39:53.270 -0300,"{""id"":""6Y0CVI"" , ""amount"":""4231.90"" , ""cache-control"":""1""}"
5130,2023-05-22 10:49:40.327 -0300,"{""id"":""CD1EM3"" , ""amount"":""854.52"" , ""cache-control"":""1""}"
5137,2023-05-22 10:57:02.632 -0300,"{""id"":""3NP43GSLL"" , ""amount"":""1733.63"" , ""cache-control"":""1""}"
5139,2023-05-22 10:58:36.622 -0300,"{""id"":""92XG94SLL"" , ""amount"":""117.82"" , ""cache-control"":""1""}"
5141,2023-05-22 11:03:45.836 -0300,"{""id"":""PA296DSLL"" , ""amount"":""4620.80"" , ""cache-control"":""1""}"
5142,2023-05-22 11:04:40.288 -0300,"{""id"":""19CAW1"" , ""amount"":""1212.23"" , ""cache-control"":""1""}"
5143,2023-05-22 11:05:39.874 -0300,"{""id"":""FTXE67"" , ""amount"":""2051.86"" , ""cache-control"":""1""}"
5145,2023-05-22 11:07:47.493 -0300,"{""id"":""T6ZYB5SLL"" , ""amount"":""271.44"" , ""cache-control"":""1""}"
5150,2023-05-22 11:12:18.261 -0300,"{""id"":""TF1OBK"" , ""amount"":""1427.81"" , ""cache-control"":""1""}"
5158,2023-05-22 11:19:01.787 -0300,"{""id"":""U5DUTUSLL"" , ""amount"":""1816.52"" , ""cache-control"":""1""}"
5159,2023-05-22 11:19:04.896 -0300,"{""id"":""28YVKDSLL"" , ""amount"":""845.52"" , ""cache-control"":""1""}"
5168,2023-05-22 11:24:32.201 -0300,"{""id"":""ZB935N"" , ""amount"":""2051.86"" , ""cache-control"":""1""}"
5180,2023-05-22 11:37:29.133 -0300,"{""id"":""QIJTJF"" , ""amount"":""322.64"" , ""cache-control"":""1""}"
5185,2023-05-22 11:44:17.765 -0300,"{""id"":""AGT570"" , ""amount"":""2051.86"" , ""cache-control"":""1""}"
5186,2023-05-22 11:45:28.056 -0300,"{""id"":""PF4GF3SLL"" , ""amount"":""1308.89"" , ""cache-control"":""1""}"
5187,2023-05-22 11:45:41.359 -0300,"{""id"":""64QLJZSLL"" , ""amount"":""740.16"" , ""cache-control"":""1""}"
5190,2023-05-22 11:48:23.823 -0300,"{""id"":""NQ716ZSLL"" , ""amount"":""743.40"" , ""cache-control"":""1""}"
5213,2023-05-22 12:06:53.191 -0300,"{""id"":""3Y67ED"" , ""amount"":""4545.80"" , ""cache-control"":""1""}"
5225,2023-05-22 12:22:37.867 -0300,"{""id"":""AA0H7KSLL"" , ""amount"":""6854.88"" , ""cache-control"":""1""}"
5237,2023-05-22 12:44:22.984 -0300,"{""id"":""J5TRJ4"" , ""amount"":""4231.90"" , ""cache-control"":""1""}"
5239,2023-05-22 12:44:41.786 -0300,"{""id"":""PA373H"" , ""amount"":""283.62"" , ""cache-control"":""1""}"
5240,2023-05-22 12:45:50.351 -0300,"{""id"":""LKQYIVSLL"" , ""amount"":""1049.43"" , ""cache-control"":""1""}"
5250,2023-05-22 13:04:12.439 -0300,"{""id"":""K5J183SLL"" , ""amount"":""4933.92"" , ""cache-control"":""1""}"
5256,2023-05-22 13:15:06.752 -0300,"{""id"":""SN4OY1"" , ""amount"":""83.86"" , ""cache-control"":""1""}"
5257,2023-05-22 13:16:10.076 -0300,"{""id"":""PRIZZD"" , ""amount"":""1158.82"" , ""cache-control"":""1""}"
5259,2023-05-22 13:25:02.985 -0300,"{""id"":""TH243TSLL"" , ""amount"":""4017.24"" , ""cache-control"":""1""}"
5263,2023-05-22 13:28:31.164 -0300,"{""id"":""8WALSI"" , ""amount"":""18.84"" , ""cache-control"":""1""}"
5269,2023-05-22 13:33:35.194 -0300,"{""id"":""ZMZWXGSLL"" , ""amount"":""2985.36"" , ""cache-control"":""1""}"
5275,2023-05-22 13:37:59.501 -0300,"{""id"":""VD2W11SLL"" , ""amount"":""1931.04"" , ""cache-control"":""1""}"
5279,2023-05-22 13:41:42.646 -0300,"{""id"":""XE9YMO"" , ""amount"":""639.46"" , ""cache-control"":""1""}"
5281,2023-05-22 13:43:58.388 -0300,"{""id"":""45S5UU"" , ""amount"":""413.71"" , ""cache-control"":""1""}"
5282,2023-05-22 13:44:14.497 -0300,"{""id"":""BIHW59SLL"" , ""amount"":""1531.60"" , ""cache-control"":""1""}"
5284,2023-05-22 13:48:33.485 -0300,"{""id"":""IT6W55SLL"" , ""amount"":""1412.40"" , ""cache-control"":""1""}"
5286,2023-05-22 13:49:38.020 -0300,"{""id"":""MM18PISLL"" , ""amount"":""335.36"" , ""cache-control"":""1""}"
5289,2023-05-22 13:54:38.647 -0300,"{""id"":""LJN2MVSLL"" , ""amount"":""718.68"" , ""cache-control"":""1""}"
5290,2023-05-22 13:58:32.099 -0300,"{""id"":""3OACX4"" , ""amount"":""439.41"" , ""cache-control"":""1""}"
5291,2023-05-22 13:58:53.347 -0300,"{""id"":""SOR5OZSLL"" , ""amount"":""1890.70"" , ""cache-control"":""1""}"
5292,2023-05-22 13:58:59.068 -0300,"{""id"":""QRSHHXSLL"" , ""amount"":""758.40"" , ""cache-control"":""1""}"
5294,2023-05-22 13:59:25.762 -0300,"{""id"":""4TIK36"" , ""amount"":""154.35"" , ""cache-control"":""1""}"
5295,2023-05-22 14:00:25.916 -0300,"{""id"":""RFILXWSLL"" , ""amount"":""849.38"" , ""cache-control"":""1""}"
5301,2023-05-22 14:11:17.981 -0300,"{""id"":""D2PXA4SLL"" , ""amount"":""348.00"" , ""cache-control"":""1""}"
5302,2023-05-22 14:11:45.476 -0300,"{""id"":""5ABFULSLL"" , ""amount"":""1789.41"" , ""cache-control"":""1""}"
5320,2023-05-22 14:27:24.323 -0300,"{""id"":""UU69T1SLL"" , ""amount"":""2472.00"" , ""cache-control"":""1""}"
5327,2023-05-22 14:31:22.213 -0300,"{""id"":""7IESTHSLL"" , ""amount"":""2648.80"" , ""cache-control"":""1""}"
5333,2023-05-22 14:36:28.296 -0300,"{""id"":""F4ETOR"" , ""amount"":""1212.64"" , ""cache-control"":""1""}"
5340,2023-05-22 14:43:56.981 -0300,"{""id"":""B3ZX1TSLL"" , ""amount"":""1084.38"" , ""cache-control"":""1""}"
5347,2023-05-22 14:51:50.051 -0300,"{""id"":""T97AAA"" , ""amount"":""1332.93"" , ""cache-control"":""1""}"
5353,2023-05-22 14:56:20.710 -0300,"{""id"":""QEDG9D"" , ""amount"":""980.59"" , ""cache-control"":""1""}"
5357,2023-05-22 14:59:10.721 -0300,"{""id"":""BZGD9O"" , ""amount"":""314.13"" , ""cache-control"":""1""}"
5366,2023-05-22 15:04:06.308 -0300,"{""id"":""X30MTHSLL"" , ""amount"":""4178.94"" , ""cache-control"":""1""}"
5370,2023-05-22 15:05:16.239 -0300,"{""id"":""2DVLWBSLL"" , ""amount"":""9113.80"" , ""cache-control"":""1""}"
5393,2023-05-22 15:25:12.902 -0300,"{""id"":""N334DJSLL"" , ""amount"":""1831.40"" , ""cache-control"":""1""}"
5396,2023-05-22 15:25:35.765 -0300,"{""id"":""L3OUHO"" , ""amount"":""500.91"" , ""cache-control"":""1""}"
5404,2023-05-22 15:31:23.084 -0300,"{""id"":""71QD5R"" , ""amount"":""614.79"" , ""cache-control"":""1""}"
5413,2023-05-22 15:38:54.110 -0300,"{""id"":""VMH8WO"" , ""amount"":""362.59"" , ""cache-control"":""1""}"
5414,2023-05-22 15:39:20.493 -0300,"{""id"":""Y6FFLG"" , ""amount"":""4835.19"" , ""cache-control"":""1""}"
5422,2023-05-22 15:48:38.822 -0300,"{""id"":""TQAJS7SLL"" , ""amount"":""1150.56"" , ""cache-control"":""1""}"
5424,2023-05-22 15:49:48.535 -0300,"{""id"":""V5WWVRSLL"" , ""amount"":""1552.30"" , ""cache-control"":""1""}"
5425,2023-05-22 15:51:38.570 -0300,"{""id"":""W0R2UFSLL"" , ""amount"":""1413.40"" , ""cache-control"":""1""}"
5426,2023-05-22 15:52:55.671 -0300,"{""id"":""N2AA2CSLL"" , ""amount"":""818.16"" , ""cache-control"":""1""}"
5431,2023-05-22 15:57:54.910 -0300,"{""id"":""J539QX"" , ""amount"":""2541.47"" , ""cache-control"":""1""}"
5434,2023-05-22 15:59:02.806 -0300,"{""id"":""OKNRXGSLL"" , ""amount"":""201.24"" , ""cache-control"":""1""}"
5437,2023-05-22 16:00:21.607 -0300,"{""id"":""JOT6ZZSLL"" , ""amount"":""1552.11"" , ""cache-control"":""1""}"
5440,2023-05-22 16:01:28.189 -0300,"{""id"":""2XU57S"" , ""amount"":""360.59"" , ""cache-control"":""1""}"
5445,2023-05-22 16:04:48.200 -0300,"{""id"":""13MKSDSLL"" , ""amount"":""575.04"" , ""cache-control"":""1""}"
5452,2023-05-22 16:11:16.682 -0300,"{""id"":""3MGNKZ"" , ""amount"":""7688.47"" , ""cache-control"":""1""}"
5459,2023-05-22 16:19:07.073 -0300,"{""id"":""STWZAU"" , ""amount"":""773.17"" , ""cache-control"":""1""}"
5460,2023-05-22 16:20:20.645 -0300,"{""id"":""EX3Y39SLL"" , ""amount"":""1073.50"" , ""cache-control"":""1""}"
5468,2023-05-22 16:23:32.910 -0300,"{""id"":""TINE6C"" , ""amount"":""243.19"" , ""cache-control"":""1""}"
5491,2023-05-22 16:39:22.260 -0300,"{""id"":""3WFI67SLL"" , ""amount"":""1203.52"" , ""cache-control"":""1""}"
5498,2023-05-22 16:42:21.907 -0300,"{""id"":""9UQNLU"" , ""amount"":""730.73"" , ""cache-control"":""1""}"
5517,2023-05-22 16:51:59.224 -0300,"{""id"":""SDQMC3"" , ""amount"":""908.76"" , ""cache-control"":""1""}"
5518,2023-05-22 16:52:28.381 -0300,"{""id"":""ETR2MVSLL"" , ""amount"":""1046.24"" , ""cache-control"":""1""}"
5520,2023-05-22 16:54:15.213 -0300,"{""id"":""85MNTLSLL"" , ""amount"":""241.74"" , ""cache-control"":""1""}"
5521,2023-05-22 16:54:46.573 -0300,"{""id"":""HSRXMLSLL"" , ""amount"":""482.28"" , ""cache-control"":""1""}"
5533,2023-05-22 17:05:15.304 -0300,"{""id"":""OE4YK8SLL"" , ""amount"":""2279.94"" , ""cache-control"":""1""}"
5546,2023-05-22 17:18:56.449 -0300,"{""id"":""41178U"" , ""amount"":""671.12"" , ""cache-control"":""1""}"
5548,2023-05-22 17:20:47.530 -0300,"{""id"":""HZYRC7SLL"" , ""amount"":""1030.36"" , ""cache-control"":""1""}"
5556,2023-05-22 17:28:52.927 -0300,"{""id"":""X2X1YESLL"" , ""amount"":""519.04"" , ""cache-control"":""1""}"
5568,2023-05-22 17:51:09.643 -0300,"{""id"":""50PKGWSLL"" , ""amount"":""883.62"" , ""cache-control"":""1""}"
5569,2023-05-22 17:51:48.548 -0300,"{""id"":""RLP7TBSLL"" , ""amount"":""353.10"" , ""cache-control"":""1""}"
5609,2023-05-22 19:06:09.204 -0300,"{""id"":""XEKKMBSLL"" , ""amount"":""452.86"" , ""cache-control"":""1""}"
5614,2023-05-22 19:14:08.321 -0300,"{""id"":""ZIKNVN"" , ""amount"":""106.22"" , ""cache-control"":""1""}"
5633,2023-05-22 19:58:26.045 -0300,"{""id"":""9BPG28"" , ""amount"":""85.26"" , ""cache-control"":""1""}"
5646,2023-05-22 20:32:10.858 -0300,"{""id"":""96LE6N"" , ""amount"":""83.86"" , ""cache-control"":""1""}"
5649,2023-05-22 20:52:23.723 -0300,"{""id"":""NCUKYP"" , ""amount"":""85.26"" , ""cache-control"":""1""}"
5655,2023-05-22 21:06:39.393 -0300,"{""id"":""QUB5DN"" , ""amount"":""1065.14"" , ""cache-control"":""1""}"
5672,2023-05-22 22:23:02.364 -0300,"{""id"":""D8HNWM"" , ""amount"":""4545.80"" , ""cache-control"":""1""}"
5700,2023-05-23 07:47:19.649 -0300,"{""id"":""BRRWCK"" , ""amount"":""489.31"" , ""cache-control"":""1""}"
5708,2023-05-23 08:20:27.188 -0300,"{""id"":""T6Z76S"" , ""amount"":""636.02"" , ""cache-control"":""1""}"
5716,2023-05-23 08:28:17.851 -0300,"{""id"":""F6LP4O"" , ""amount"":""456.56"" , ""cache-control"":""1""}"
5717,2023-05-23 08:28:21.418 -0300,"{""id"":""UENPBQSLL"" , ""amount"":""4167.12"" , ""cache-control"":""1""}"
5730,2023-05-23 08:44:38.523 -0300,"{""id"":""9BJWJ7"" , ""amount"":""984.09"" , ""cache-control"":""1""}"
5739,2023-05-23 08:52:36.564 -0300,"{""id"":""F48D0FSLL"" , ""amount"":""1554.88"" , ""cache-control"":""1""}"
5751,2023-05-23 09:05:12.600 -0300,"{""id"":""543OTN"" , ""amount"":""3441.80"" , ""cache-control"":""1""}"
5752,2023-05-23 09:05:32.591 -0300,"{""id"":""NMHVQHSLL"" , ""amount"":""1082.00"" , ""cache-control"":""1""}"
5753,2023-05-23 09:07:02.005 -0300,"{""id"":""0XPRU5"" , ""amount"":""2884.03"" , ""cache-control"":""1""}"
5755,2023-05-23 09:07:49.205 -0300,"{""id"":""LDGTME"" , ""amount"":""4134.36"" , ""cache-control"":""1""}"
5767,2023-05-23 09:24:17.554 -0300,"{""id"":""PWO8VJSLL"" , ""amount"":""1129.45"" , ""cache-control"":""1""}"
5771,2023-05-23 09:30:17.223 -0300,"{""id"":""BH49KL"" , ""amount"":""286.43"" , ""cache-control"":""1""}"
5787,2023-05-23 09:45:08.970 -0300,"{""id"":""52XP4TSLL"" , ""amount"":""2046.72"" , ""cache-control"":""1""}"
5791,2023-05-23 09:49:38.971 -0300,"{""id"":""IQ0IAVSLL"" , ""amount"":""2014.30"" , ""cache-control"":""1""}"
5792,2023-05-23 09:49:59.044 -0300,"{""id"":""NU6HA0SLL"" , ""amount"":""1183.44"" , ""cache-control"":""1""}"
5798,2023-05-23 09:53:55.353 -0300,"{""id"":""T3QRV6"" , ""amount"":""1516.60"" , ""cache-control"":""1""}"
5801,2023-05-23 09:56:41.822 -0300,"{""id"":""ZQBWFTSLL"" , ""amount"":""279.54"" , ""cache-control"":""1""}"
5804,2023-05-23 10:03:35.942 -0300,"{""id"":""HM10D0SLL"" , ""amount"":""878.04"" , ""cache-control"":""1""}"
5808,2023-05-23 10:08:16.919 -0300,"{""id"":""QLLAGYSLL"" , ""amount"":""2164.62"" , ""cache-control"":""1""}"
5815,2023-05-23 10:16:41.442 -0300,"{""id"":""MH9F70SLL"" , ""amount"":""993.24"" , ""cache-control"":""1""}"
5821,2023-05-23 10:23:11.907 -0300,"{""id"":""A6AD6ASLL"" , ""amount"":""169.26"" , ""cache-control"":""1""}"
5822,2023-05-23 10:26:37.838 -0300,"{""id"":""KZDNMMSLL"" , ""amount"":""1176.10"" , ""cache-control"":""1""}"
5826,2023-05-23 10:32:47.630 -0300,"{""id"":""NSNH6F"" , ""amount"":""207.12"" , ""cache-control"":""1""}"
5842,2023-05-23 10:45:52.945 -0300,"{""id"":""JIIG0V"" , ""amount"":""1298.35"" , ""cache-control"":""1""}"
5845,2023-05-23 10:47:20.822 -0300,"{""id"":""YTW8J7SLL"" , ""amount"":""792.30"" , ""cache-control"":""1""}"
5850,2023-05-23 10:52:04.624 -0300,"{""id"":""V8QRLYSLL"" , ""amount"":""694.23"" , ""cache-control"":""1""}"
5859,2023-05-23 10:56:29.003 -0300,"{""id"":""2E31V7"" , ""amount"":""1174.04"" , ""cache-control"":""1""}"
5863,2023-05-23 10:57:32.602 -0300,"{""id"":""B7P3AQSLL"" , ""amount"":""1143.87"" , ""cache-control"":""1""}"
5866,2023-05-23 11:02:06.327 -0300,"{""id"":""DQSMZYSLL"" , ""amount"":""1072.76"" , ""cache-control"":""1""}"
5867,2023-05-23 11:03:24.414 -0300,"{""id"":""WPEKDO"" , ""amount"":""467.76"" , ""cache-control"":""1""}"
5870,2023-05-23 11:04:07.200 -0300,"{""id"":""0RKB9ESLL"" , ""amount"":""1555.02"" , ""cache-control"":""1""}"
5872,2023-05-23 11:05:05.914 -0300,"{""id"":""0XI6L1SLL"" , ""amount"":""1743.60"" , ""cache-control"":""1""}"
5876,2023-05-23 11:08:32.267 -0300,"{""id"":""EASVTF"" , ""amount"":""716.79"" , ""cache-control"":""1""}"
5880,2023-05-23 11:11:40.026 -0300,"{""id"":""LV95SP"" , ""amount"":""2263.09"" , ""cache-control"":""1""}"
5883,2023-05-23 11:13:35.042 -0300,"{""id"":""NXJRNN"" , ""amount"":""991.42"" , ""cache-control"":""1""}"
5887,2023-05-23 11:16:20.358 -0300,"{""id"":""LMNY95"" , ""amount"":""160.82"" , ""cache-control"":""1""}"
5894,2023-05-23 11:22:37.200 -0300,"{""id"":""OANEMI"" , ""amount"":""2468.07"" , ""cache-control"":""1""}"
5899,2023-05-23 11:26:43.942 -0300,"{""id"":""GVQSD6SLL"" , ""amount"":""2112.60"" , ""cache-control"":""1""}"
5901,2023-05-23 11:27:22.871 -0300,"{""id"":""XCV624"" , ""amount"":""417.44"" , ""cache-control"":""1""}"
5903,2023-05-23 11:28:02.418 -0300,"{""id"":""RTCHTW"" , ""amount"":""706.87"" , ""cache-control"":""1""}"
